chunk_id,text,source_type,topic,document_index,chunk_index,total_chunks,word_count,original_doc_id,title,year,authors
pubmed_41357738_0,"This study describes the pharmacological treatment as well as the clinical and economic burden of disease in chronic obstructive pulmonary disease (COPD) patients initiating triple therapy (TT) defined as a combination of a long-acting muscarinic antagonist (LAMA), a long-acting beta2-agonist (LABA) and an inhaled corticosteroid (ICS) in Germany. Clinical and Economic Burden of COPD in Patients on Inhaled Triple Therapy in Germany - A Retrospective Claims Data Analysis.",pubmed,costs,137,0,1,68,pubmed_41357738,Clinical and Economic Burden of COPD in Patients on Inhaled Triple Therapy in Germany - A Retrospective Claims Data Analysis.,,"Anna Carina Meyer, Denis Azabdaftari, Inka Albrecht"
pubmed_41343041_0,"Chronic obstructive pulmonary disease (COPD) is a heterogeneous chronic lung condition often accompanied by comorbidities and systemic manifestations that affect the person's clinical condition and prognosis and often require specific treatment. Therefore, the management of COPD extends beyond treatment for the lungs per se. Pulmonary rehabilitation (PR) should be considered as part of person-centered management, and supervised exercise training is a core component of this intervention. PR exercise training parameters (e.g., frequency, intensity, time, and type) should be individualized to maximize each individual's functional gains while targeting systemic manifestations and comorbidities. This manuscript presents evidence-based tailored recommendations for optimizing exercise interventions for people with COPD and comorbidities that significantly affect prognosis (e.g., mortality, hospitalizations) including cardiovascular disease (CVD) (e.g., chronic coronary syndrome, heart failure), CVD risk factors (e.g., type 2 diabetes mellitus [T2DM], hypertension), and sarcopenia. To achieve these goals, existing guidelines and evidence for exercise training in COPD, CVD, CVD risk factors, and sarcopenia have been reviewed to identify synergies between PR and cardiac rehabilitation, as well as the treatment of T2DM and sarcopenia. In addition, we provided clinical cases to illustrate how PR can be adapted to accommodate specific comorbidities. These examples offer practical guidance for tailoring exercise prescriptions within PR programs to address the unique needs of people with COPD and clinically relevant comorbidities, thereby enhancing overall treatment effectiveness and optimizing health outcomes. Tailored Exercise Prescription for People with COPD and Clinically Relevant Comorbidities: A Consensus Statement of the EXPERT Working Group and Experts in Pulmonary Rehabilitation.",pubmed,general,138,0,1,250,pubmed_41343041,Tailored Exercise Prescription for People with COPD and Clinically Relevant Comorbidities: A Consensus Statement of the EXPERT Working Group and Experts in Pulmonary Rehabilitation.,,"Felipe V C Machado, Karin Coninx, Daniel Neunhaeuserer"
pubmed_41318323_0,Fractional exhaled nitric oxide (FeNO) has emerged as a useful tool for monitoring airway inflammation in chronic obstructive pulmonary disease (COPD) patients. We designed a systematic review and meta-analysis to evaluate the impact of acute exacerbations of COPD (AECOPD) on FeNO levels compared to healthy controls and stable patients. Fractional exhaled nitric oxide in acute exacerbations of chronic obstructive pulmonary disease: A meta-analysis with meta-regressions.,pubmed,Biomarkers,139,0,1,65,pubmed_41318323,Fractional exhaled nitric oxide in acute exacerbations of chronic obstructive pulmonary disease: A meta-analysis with meta-regressions.,,"Pasquale Ambrosino, Claudio Candia, Stefano Sanduzzi Zamparelli"
pubmed_41484570_0,"This study assessed the efficacy and safety of anlotinib plus transcatheter arterial chemoembolization (TACE) as adjuvant therapy in hepatocellular carcinoma (HCC) at high-risk recurrence after resection. Adjuvant anlotinib plus TACE in hepatocellular carcinoma with postoperative high-risk recurrence: a single-arm, multi-center, phase II study.",pubmed,Adjuvant therapy,141,0,1,43,pubmed_41484570,"Adjuvant anlotinib plus TACE in hepatocellular carcinoma with postoperative high-risk recurrence: a single-arm, multi-center, phase II study.",,"Zheng Wang, Lei Zhang, Xin Zheng"
pubmed_41426885_0,"Hospital readmissions represent a significant problem in the management of chronic diseases, provoking a substantial burden both on patients and the national healthcare system. Chronic diseases such as chronic obstructive pulmonary disease, diabetes mellitus, heart failure, and liver cirrhosis have documented risk factors, and guidelines are being continuously developed for reducing readmissions. Despite advancements, readmission patterns in some chronic conditions still remain underexplored. Recurrent hospitalizations among inflammatory bowel disease (IBD) patients may reflect disease severity, frequency of complications, and inadequate outpatient management, which can negatively impact quality of life and increase financial strain on healthcare systems. This study aimed to characterize readmission frequency, timing, and causes in Crohn's disease (CD) vs ulcerative colitis (UC) patients over a five-year period, and to identify factors associated with readmissions. Readmissions in Inflammatory Bowel Diseases: A Five-Year Retrospective Study in a Romanian Emergency County Hospital.",pubmed,complications,142,0,1,141,pubmed_41426885,Readmissions in Inflammatory Bowel Diseases: A Five-Year Retrospective Study in a Romanian Emergency County Hospital.,,"Paul Grama, Vladimir Zadea, Naomi-Adina Ciurea"
pubmed_41488395_0,"Community-based management improve chronic disease outcomes, but their impact on disease perception and frailty in chronic obstructive pulmonary disease (COPD) patients remains underexplored. Factors Influencing Disease Perception Among Elderly Patients with Chronic Obstructive Pulmonary Disease in China: A Cross-Sectional Study.",pubmed,chronic obstructive pulmonary disease,143,0,1,40,pubmed_41488395,Factors Influencing Disease Perception Among Elderly Patients with Chronic Obstructive Pulmonary Disease in China: A Cross-Sectional Study.,,"Houmin Li, Lijun Liu, Chuchu Xu"
synthetic_11_0,"Asthma - Research Synopsis    Recent Advances in asthma Research New studies show promising developments in asthma treatment and understanding.     Key Management Strategies Cover inhaler techniques, trigger avoidance, action plans for exacerbations, and environmental controls.     Important Considerations - Always consult with your healthcare provider before making changes to your treatment plan - Individual responses to treatments may vary - Regular monitoring and follow-up are crucial  This is educational content and not a substitute for professional medical advice.",synthetic_mock,asthma,144,0,1,76,synthetic_11,Asthma - Research Synopsis,,
synth_001_0,"Diabetes Management Guide Managing diabetes involves regular monitoring of blood sugar levels, following a balanced diet, engaging in physical activity, and taking medications as prescribed. Key strategies include carbohydrate counting, portion control, and stress management.",synthetic,diabetes,145,0,1,35,synth_001,Diabetes Management Guide,,
synth_002_0,"Hypertension Lifestyle Tips To lower blood pressure naturally: reduce sodium intake, increase potassium-rich foods, exercise regularly, maintain healthy weight, limit alcohol, and manage stress through techniques like meditation and deep breathing.",synthetic,hypertension,146,0,1,31,synth_002,Hypertension Lifestyle Tips,,
synth_003_0,"Chronic Pain Management Managing chronic pain involves a multi-faceted approach: physical therapy, gentle exercise, stress reduction techniques, proper sleep hygiene, and pain medications as prescribed. Mind-body techniques like mindfulness can be particularly helpful.",synthetic,pain management,147,0,1,33,synth_003,Chronic Pain Management,,
pubmed_41494416_0,"To describe the population with type 2 diabetes mellitus (T2DM) meeting frailty criteria and assess their management based on clinical guidelines (CGL). Patient characteristics, prescribed treatments, adherence to recommendations, and overtreatment prevalence were analyzed. [Management of type 2 diabetes mellitus in frail patients from the Perspective of Real-World Clinical Practice].",pubmed,Atención primaria,148,0,1,50,pubmed_41494416,[Management of type 2 diabetes mellitus in frail patients from the Perspective of Real-World Clinical Practice].,,"Maria Miñana-Castellanos, Maria Ramon Granés, Berta Fernández Camins"
pubmed_41469089_0,"In recent years, the prevalence of diabetes in China has increased significantly, and approximately 11.9  of Chinese adults had diabetes in 2020. Moreover, there are several rigorous challenges in diabetes prevention and glycaemic control, especially at the primary medical care level. In order to guide primary healthcare providers in providing comprehensive and continuous care to affected patients, the Office for Primary Diabetes Care of the National Basic Public Health Service Program and the Chinese Diabetes Society issued national guidelines for the prevention and control of diabetes at the primary care level in 2025. The management objects were adults with type 2 diabetes aged  18 years. The main contents include basic requirements for management, health management process, diagnosis, screening, evaluation, treatment, recognition and management of acute complications, traditional Chinese medicine, referral and health management and education. Guidelines on primary healthcare for type 2 diabetes in China, 2025.",pubmed,Clinical Medicine,149,0,1,146,pubmed_41469089,"Guidelines on primary healthcare for type 2 diabetes in China, 2025.",,"Weiping Jia, Dalong Zhu, Lixin Guo"
pubmed_41497943_0,"Background and objective Cardiovascular disease (CVD) represents a principal contributor to premature morbidity and mortality in individuals with type 1 diabetes mellitus (T1DM). Effective lipid management, including the use of statin therapy, offers substantial potential to mitigate long term vascular risk, particularly among patients with established microvascular complications or long disease duration. This study aimed to assess the extent to which statin prescribing practices in a large healthcare trust align with the current National Institute for Health and Care Excellence (NICE) guidelines. Methods We performed a retrospective review of electronic health records for T1DM patients under the care of a single healthcare trust. Patients were stratified into two groups based on age:  40 years and  40 years. According to NICE criteria, statin therapy is indicated for patients aged  40 years, or those of any age with diabetes duration  10 years, diabetic nephropathy, or other modifiable cardiovascular risk factors. The main outcome measure was the proportion of eligible patients who had been prescribed statin therapy. Data were analyzed using descriptive statistics. Results Among 1,229 patients aged  40 years, 896 (73 ) were receiving statins, leaving 333 (27 ) without therapy despite being eligible. In the  40 years age group, 192 patients met NICE indications for statin use. Prescription rates were notably lower in this cohort: six (35 ) for those with nephropathy, 2two(15 ) among those with retinopathy, and 75 (47 ) for patients with both risk factors. Overall, only 83 (43 ) of eligible patients under 40 were prescribed statins. Conclusions Our findings reveal a significant gap between guideline recommendations and real-world prescribing patterns, particularly among younger T1DM patients with additional CVD risk factors. Given the elevated cardiovascular risk in this population, strategies to enhance clinician awareness and improve adherence to NICE guidance are urgently needed to optimize primary prevention. Eligible but Untreated: Gaps in Statin Therapy for Type 1 Diabetes Under the National Institute for Health and Care Excellence (NICE) Guidelines.",pubmed,cardiovascular disease,150,0,1,322,pubmed_41497943,Eligible but Untreated: Gaps in Statin Therapy for Type 1 Diabetes Under the National Institute for Health and Care Excellence (NICE) Guidelines.,,"Muhammad Haroon Riasat, Samraiz Nafees, Sakshi Malik"
synthetic_6_0,Management? - Clinical Summary    management? Management Guidelines Evidence-based approaches to management? management including pharmacological and non-pharmacological interventions.     Key Management Strategies Regular follow-up with healthcare providers is essential for optimal management.     Important Considerations - Always consult with your healthcare provider before making changes to your treatment plan - Individual responses to treatments may vary - Regular monitoring and follow-up are crucial  This is educational content and not a substitute for professional medical advice.,synthetic_mock,management?,151,0,1,72,synthetic_6,Management? - Clinical Summary,,
pubmed_41475012_0,"The renal resistive index (RRI) is a noninvasive indicator of renal vascular resistance and systemic hemodynamic status. Elevated RRI values have been consistently associated with subclinical vascular damage and target organ injury. Observational studies within the past decade have suggested that RRI may also serve as a prognostic marker for adverse cardiovascular outcomes and mortality. However, the evidence remains scattered and heterogeneous, and no systematic review has yet synthesized this body of literature. Renal Resistive Index and Cardiovascular Events, Cardiovascular Mortality, and All-Cause Mortality: Protocol for a Systematic Review and Meta-Analysis.",pubmed,PRISMA,152,0,1,91,pubmed_41475012,"Renal Resistive Index and Cardiovascular Events, Cardiovascular Mortality, and All-Cause Mortality: Protocol for a Systematic Review and Meta-Analysis.",,"Giulio Geraci, Vincenzo Calabrese, Pietro Ferrara"
pubmed_41469898_0,"The current French guidelines for the treatment of psoriasis date from 2019 and do not include the most up-to-date interventions. The Psoriasis Research Group of the French Society of Dermatology has developed new guidelines to provide updated decision-making algorithms for the systemic treatment of adult patients with moderate-to-severe psoriasis. The algorithms were created following a thorough review of existing psoriasis treatment guidelines and recent publications on new systemic therapies not included in previous recommendations. They propose updated treatment strategies that combine established and emerging systemic therapies for patients with plaque psoriasis and psoriatic arthritis. The working group recommends methotrexate, adalimumab or ustekinumab as the primary systemic treatment for patients with psoriasis without symptomatic comorbidities. Additionally, the guidelines include specific recommendations for long-term management in cases of insufficient response or low disease activity, as well as for treating specific types of psoriasis and managing patients with comorbid conditions or those planning a pregnancy. French guidelines on systemic treatments for moderate-to-severe psoriasis in adults: Update 2025.",pubmed,HIV infections,153,0,1,164,pubmed_41469898,French guidelines on systemic treatments for moderate-to-severe psoriasis in adults: Update 2025.,,"Marie Masson Regnault, Emilie Brenaut, Marie-Emeline Marniquet"
pubmed_41318323_0,Fractional exhaled nitric oxide (FeNO) has emerged as a useful tool for monitoring airway inflammation in chronic obstructive pulmonary disease (COPD) patients. We designed a systematic review and meta-analysis to evaluate the impact of acute exacerbations of COPD (AECOPD) on FeNO levels compared to healthy controls and stable patients. Fractional exhaled nitric oxide in acute exacerbations of chronic obstructive pulmonary disease: A meta-analysis with meta-regressions.,pubmed,Biomarkers,154,0,1,65,pubmed_41318323,Fractional exhaled nitric oxide in acute exacerbations of chronic obstructive pulmonary disease: A meta-analysis with meta-regressions.,,"Pasquale Ambrosino, Claudio Candia, Stefano Sanduzzi Zamparelli"
synthetic_7_0,"Diabetes - Patient Guide    Living with diabetes Managing diabetes involves lifestyle modifications, medication adherence, and regular monitoring.     Key Management Strategies Focus on blood glucose monitoring, carbohydrate counting, medication management, and complication prevention.     Important Considerations - Always consult with your healthcare provider before making changes to your treatment plan - Individual responses to treatments may vary - Regular monitoring and follow-up are crucial  This is educational content and not a substitute for professional medical advice.",synthetic_mock,diabetes,155,0,1,74,synthetic_7,Diabetes - Patient Guide,,
pubmed_41493151_0,"Therapeutic drug failure poses a significant global health burden, particularly in developing regions with high environmental toxicant exposure. While traditionally attributed to factors such as substandard drugs, genetic polymorphisms, and non-compliance, emerging evidence implicates heavy metals as under-recognized modulators of drug efficacy. This systematic review assessed how heavy metals potentially interfere with the pharmacokinetics and pharmacodynamics of drugs. Following PRISMA guidelines, peer-reviewed articles published between 1999 and 2024 were retrieved from PubMed, ScienceDirect, Web of Science, Scopus and Google Scholar. Studies investigating Environmental determinants of therapeutic drug failure: a systematic review of heavy metal-induced inefficacy.",pubmed,Therapeutic drug failure,156,0,1,95,pubmed_41493151,Environmental determinants of therapeutic drug failure: a systematic review of heavy metal-induced inefficacy.,,"James O Ibibama, Godswill J Udom, Rehoboth Uwaga"
7b0dcc0b56_0,Q: What are the common symptoms? A: What are the common symptoms? The answer depends on the specific circumstances of the patient with management?. Consultation with a healthcare professional is recommended for personalized advice.,synthetic_qna,management?,157,0,1,34,7b0dcc0b56,,,
54810e7587_0,Q: How is this condition diagnosed? A: How is this condition diagnosed? The answer depends on the specific circumstances of the patient with management?. Consultation with a healthcare professional is recommended for personalized advice.,synthetic_qna,management?,158,0,1,34,54810e7587,,,
7d16d287b9_0,"Q: What treatment options are available? A: When managing management?, what treatment options are available involves a combination of medical treatment and lifestyle modifications. Regular monitoring and follow-up are essential.",synthetic_qna,management?,159,0,1,30,7d16d287b9,,,
1065accabd_0,"Q: Are there lifestyle changes that can help? A: For management?, it's important to note that are there lifestyle changes that can help requires consideration of individual factors. Generally, patients should follow their healthcare provider's recommendations.",synthetic_qna,management?,160,0,1,36,1065accabd,,,
877dee2b02_0,"Q: When should I seek emergency care? A: For management?, it's important to note that when should i seek emergency care requires consideration of individual factors. Generally, patients should follow their healthcare provider's recommendations.",synthetic_qna,management?,161,0,1,34,877dee2b02,,,
c8ed547666_0,Q: What is considered normal blood pressure? A: What is considered normal blood pressure? The answer depends on the specific circumstances of the patient with hypertension. Consultation with a healthcare professional is recommended for personalized advice.,synthetic_qna,hypertension,162,0,1,36,c8ed547666,,,
1ece607f54_0,"Q: How can I lower my blood pressure naturally? A: For hypertension, it's important to note that how can i lower my blood pressure naturally requires consideration of individual factors. Generally, patients should follow their healthcare provider's recommendations.",synthetic_qna,hypertension,163,0,1,38,1ece607f54,,,
7059aecdbf_0,"Q: What are the risks of untreated high blood pressure? A: When managing hypertension, what are the risks of untreated high blood pressure involves a combination of medical treatment and lifestyle modifications. Regular monitoring and follow-up are essential.",synthetic_qna,hypertension,164,0,1,38,7059aecdbf,,,
4989f19c08_0,"Q: How often should I monitor my blood pressure? A: For hypertension, it's important to note that how often should i monitor my blood pressure requires consideration of individual factors. Generally, patients should follow their healthcare provider's recommendations.",synthetic_qna,hypertension,165,0,1,38,4989f19c08,,,
03ce99c405_0,"Q: Are there foods that help lower blood pressure? A: When managing hypertension, are there foods that help lower blood pressure involves a combination of medical treatment and lifestyle modifications. Regular monitoring and follow-up are essential.",synthetic_qna,hypertension,166,0,1,36,03ce99c405,,,
44961cc5b9_0,"Q: What foods should I avoid with diabetes? A: When managing diabetes, what foods should i avoid with diabetes involves a combination of medical treatment and lifestyle modifications. Regular monitoring and follow-up are essential.",synthetic_qna,diabetes,167,0,1,34,44961cc5b9,,,
a76b4f85cc_0,Q: How often should I check my blood sugar? A: How often should I check my blood sugar? The answer depends on the specific circumstances of the patient with diabetes. Consultation with a healthcare professional is recommended for personalized advice.,synthetic_qna,diabetes,168,0,1,40,a76b4f85cc,,,
9fc42b1b88_0,Q: What are the symptoms of low blood sugar? A: What are the symptoms of low blood sugar? The answer depends on the specific circumstances of the patient with diabetes. Consultation with a healthcare professional is recommended for personalized advice.,synthetic_qna,diabetes,169,0,1,40,9fc42b1b88,,,
12daab8a2d_0,"Q: Can diabetes be reversed? A: When managing diabetes, can diabetes be reversed involves a combination of medical treatment and lifestyle modifications. Regular monitoring and follow-up are essential.",synthetic_qna,diabetes,170,0,1,28,12daab8a2d,,,
5bae27e706_0,"Q: What exercises are best for diabetes management? A: When managing diabetes, what exercises are best for diabetes management involves a combination of medical treatment and lifestyle modifications. Regular monitoring and follow-up are essential.",synthetic_qna,diabetes,171,0,1,34,5bae27e706,,,
pubmed_41357738_0,"This study describes the pharmacological treatment as well as the clinical and economic burden of disease in chronic obstructive pulmonary disease (COPD) patients initiating triple therapy (TT) defined as a combination of a long-acting muscarinic antagonist (LAMA), a long-acting beta2-agonist (LABA) and an inhaled corticosteroid (ICS) in Germany. Clinical and Economic Burden of COPD in Patients on Inhaled Triple Therapy in Germany - A Retrospective Claims Data Analysis.",pubmed,costs,172,0,1,68,pubmed_41357738,Clinical and Economic Burden of COPD in Patients on Inhaled Triple Therapy in Germany - A Retrospective Claims Data Analysis.,,"Anna Carina Meyer, Denis Azabdaftari, Inka Albrecht"
pubmed_41489340_0,"To evaluate the current evidence, clinical indications, methodologies, outcomes, and challenges associated with tandem extracorporeal blood purification support therapies (EBP STs) in critically ill children. Tandem Extracorporeal Blood Purification Support Therapies in Critically Ill Children: A Literature Review.",pubmed,continuous renal replacement therapy,173,0,1,38,pubmed_41489340,Tandem Extracorporeal Blood Purification/Support Therapies in Critically Ill Children: A Literature Review.,,"Parth Shirode, Tara Beck, Dana Y Fuhrman"
synthetic_10_0,Management? - Faq    Frequently Asked Questions about management?   Q: What are the main symptoms?   A: Common symptoms include.   Q: How is it diagnosed?   A: Diagnosis typically involves.     Key Management Strategies Regular follow-up with healthcare providers is essential for optimal management.     Important Considerations - Always consult with your healthcare provider before making changes to your treatment plan - Individual responses to treatments may vary - Regular monitoring and follow-up are crucial  This is educational content and not a substitute for professional medical advice.,synthetic_mock,management?,174,0,1,82,synthetic_10,Management? - Faq,,
pubmed_41464767_0,Optimizing Interdisciplinary Referral Pathways for Chronic Obstructive Pulmonary Disease Management Across Cardiology and Pulmonology Specialties in the Kingdom of Saudi Arabia.,pubmed,COPD,175,0,1,21,pubmed_41464767,Optimizing Interdisciplinary Referral Pathways for Chronic Obstructive Pulmonary Disease Management Across Cardiology and Pulmonology Specialties in the Kingdom of Saudi Arabia.,,"Majdy M Idrees, Yahya Z Habis, Ibrahim Jelaidan"
pubmed_41465988_0,"Pneumatosis cystoides intestinalis (PCI) is an uncommon complaint that can produce free gas below the diaphragm, mimicking gastrointestinal perforation, which can easily lead to misdiagnosis. Although prognosis is generally good in most cases, complications can pose a threat to life and may require surgical intervention. Currently, clear surgical guidelines for PCI complicated by colonic perforation are lacking. Pneumatosis cystoides intestinalis with colonic perforation: A case report and literature review.",pubmed,colonic perforation,176,0,1,69,pubmed_41465988,Pneumatosis cystoides intestinalis with colonic perforation: A case report and literature review.,,"Jihua Cao, Daigui Zi, Min Chen"
pubmed_41382008_0,"Frailty is prevalent among older adults and exerts a significant impact on their quality of life. The present study aims to analyze the current status of frailty in older adults with chronic obstructive pulmonary disease (COPD) as well as its influencing factors, thereby providing evidence-based support for clinical treatment and nursing practices. Frailty in older adults with chronic obstructive pulmonary disease: preliminary findings of prevalence and care priorities.",pubmed,COPD,177,0,1,68,pubmed_41382008,Frailty in older adults with chronic obstructive pulmonary disease: preliminary findings of prevalence and care priorities.,,"Mei Chen, Ying Li, Qiuyue Du"
pubmed_41455779_0,"Dysphagia is a global health problem and one of the complications of COPD. It has a negative impact on health status and can reduce patients' ability to perform activities of daily living as well as their quality of life. Therefore, this study was conducted to investigate the effects of diverse health education based on the teach-back method on the health status, activities of daily living, and quality of life of dysphagia in elderly patients with chronic obstructive pulmonary disease (COPD). Elderly COPD patients who received inpatient treatment at a tertiary hospital in Yunnan, China, from November 2022 to September 2023 were selected and screened for combined dysphagia using the Kubota drinking water test. The control group was provided with routine care, and the intervention group added diversified health education based on the teach-back method on top of routine care. After 12 days of intervention, the results of health status, quality of life and activities of daily living were compared between the two groups. Research data shows that in terms of the proportion of patients in the two groups, 86.7 are male and 13.3 are female. The proportion is 23.3 for those aged 60-69, 48.9 for those aged 70-79, and 27.8 for those aged 80 and above. The proportion of those who could concentrate on eating was 15.6 , and those who could not concentrate on eating was 84.4 . The proportion of those who need to eat within 30 min is 61.1 , and that who need to eat within 30 min is 38.9 . The proportion of comorbidities with less than two diseases was 26.7 , and that with two or more diseases was 73.3 .The general demographic data of the two groups were compared, and the differences were not statistically significant (P 0.05) and were comparable; the health status score of the intervention group (19.56 5.05) showed a significant downward trend compared with the control group (23.38 6.70) (P 0.05); the ability to carry out activities of daily living in the intervention group (82.89 19.20) was scored as showing a significant upward trend compared with the control group (68.78 25.00) (P 0.05); and the psychological burden on the quality of life of patients in the two groups, Eating time, desire to eat, food choice, verbal communication, fear, mental health, social interaction, sleep and fatigue in both groups (P 0.05), however, symptom frequency was rated lower than that of",pubmed,general,178,0,2,400,pubmed_41455779,Research on the application of feedback method combined with diversified health education in elderly patients with COPD complicated with dysphagia.,,"Quanyue Ji, Mengjing Han, Kun Xu"
pubmed_41455779_1,"(68.78 25.00) (P 0.05); and the psychological burden on the quality of life of patients in the two groups, Eating time, desire to eat, food choice, verbal communication, fear, mental health, social interaction, sleep and fatigue in both groups (P 0.05), however, symptom frequency was rated lower than that of the control group (P 0.05). Diversified health education based on the teach-back method was used to intervene in the health status, ability to perform activities of daily living, and quality of life of dysphagia in elderly patients with chronic obstructive pulmonary disease (COPD). Compared with conventional care, the program was effective in improving patients' health status, activities of daily living, and quality of life.Trial registration: The trial was registered with the China Clinical Trial Registry and is available at the China Clinical Trial Registry (www.chictr.org.cn). Registration date: 19 10 2024. Registration number: ChiCTR2400091055. Research on the application of feedback method combined with diversified health education in elderly patients with COPD complicated with dysphagia.",pubmed,general,178,1,2,163,pubmed_41455779,Research on the application of feedback method combined with diversified health education in elderly patients with COPD complicated with dysphagia.,,"Quanyue Ji, Mengjing Han, Kun Xu"
pubmed_41491096_0,This study aimed to compare endoscopic third ventriculostomy (ETV) and ventriculoperitoneal shunt (VPS) in managing obstructive hydrocephalus secondary to posterior fossa tumors in pediatric patients. Endoscopic third ventriculostomy versus ventriculoperitoneal shunt in the treatment of hydrocephalus due to posterior fossa tumors in children: an updated meta-analysis.,pubmed,Endoscopic third ventriculostomy,179,0,1,46,pubmed_41491096,Endoscopic third ventriculostomy versus ventriculoperitoneal shunt in the treatment of hydrocephalus due to posterior fossa tumors in children: an updated meta-analysis.,,"Adriano M Lino-Filho, William Manoel da Silva Andrade, Walison José de Morais"
synthetic_0_0,Patients - Faq    patients: Questions and Answers Addressing common patient concerns about patients treatment and management.     Key Management Strategies Regular follow-up with healthcare providers is essential for optimal management.     Important Considerations - Always consult with your healthcare provider before making changes to your treatment plan - Individual responses to treatments may vary - Regular monitoring and follow-up are crucial  This is educational content and not a substitute for professional medical advice.,synthetic_mock,patients,180,0,1,71,synthetic_0,Patients - Faq,,
pubmed_41489799_0,"INS068 is a new soluble, long-acting insulin analog intended to cover basal insulin requirements in patients with type 1 diabetes mellitus (T1DM) and type 2 diabetes mellitus (T2DM). The purpose of this study was to determine the molar dose ratio of INS068 to insulin degludec (IDeg) by comparing the clinical pharmacokinetic (PK) and pharmacodynamic (PD) profiles of INS068 and IDeg. The PD endpoints include glucose infusion rate (GIR) and glycated hemoglobin (HbA1c). Population Pharmacokinetic and Pharmacodynamic Modeling to Support Molar Dose Ratio Determination of Long-Acting Insulin Analogs.",pubmed,general,181,0,1,87,pubmed_41489799,Population Pharmacokinetic and Pharmacodynamic Modeling to Support Molar Dose Ratio Determination of Long-Acting Insulin Analogs.,,"Dan Tang, Xuehu Gao, Min Zhu"
pubmed_41476907_0,"The global prevalence of diabetes mellitus (DM) and heart failure (HF) is rapidly increasing. Hyperglycemia, insulin resistance and hyperglycemia-induced oxidative stress in people with DM are the key etiological factors of HF. The factors disrupt systemic, myocardial and cellular mechanisms, leading to lipotoxicity, mitochondrial dysfunction, altered calcium signaling and inflammation, ultimately resulting in HF. Heart failure on the other hand induces new-onset diabetes by modulating insulin signaling. Despite the availability of novel treatment approaches, these comorbid conditions continue to increase hospitalization, treatment expenditure and mortality. Therefore, a thorough understanding of the complex bidirectional relationship between DM and HF might be helpful in managing the associated complications of both conditions. This review aims to provide an overview of cellular and pathophysiological interplay of the glucovascular continuum from DM to HF, and vice versa. Additionally, updated estimates on prevalence and outcomes of incident HF in people with DM and new-onset DM after HF are discussed. Guidelines from the United States, Europe and Korea recommended sodium glucose cotransporter-2 inhibitors (SGLT-2is) for primary prevention of DM and HF, and for reduction of HF hospitalization. Evidences from large-scale clinical trials and meta-analyses have shown that SGLT2i (empagliflozin, canagliflozin and dapagliflozin), semaglutide (glucagon-like peptide-1 receptor agonist) and finerenone (mineralcorticoid receptor antagonist) act as effective anti-diabetic agents and provide cardiovascular protection. Future research should prioritize diabetic control to manage and prevent lipotoxicity, oxidative stress, inflammation and advanced glycation end-product formation in order to diminish the disease burden. Concurrent diabetes and heart failure: revisiting epidemiological and clinicopathological interplay.",pubmed,Diabetes mellitus,182,0,1,250,pubmed_41476907,Concurrent diabetes and heart failure: revisiting epidemiological and clinicopathological interplay.,,"Jayagopal Pathiyil Balagopalan, Sandeep Bansal, Arpandev Bhattacharyya"
synthetic_21_0,"Asthma - Faq    Frequently Asked Questions about asthma   Q: What are the main symptoms?   A: Common symptoms include.   Q: How is it diagnosed?   A: Diagnosis typically involves.     Key Management Strategies Cover inhaler techniques, trigger avoidance, action plans for exacerbations, and environmental controls.     Important Considerations - Always consult with your healthcare provider before making changes to your treatment plan - Individual responses to treatments may vary - Regular monitoring and follow-up are crucial  This is educational content and not a substitute for professional medical advice.",synthetic_mock,asthma,183,0,1,84,synthetic_21,Asthma - Faq,,
synthetic_17_0,"Asthma - Clinical Summary    Clinical Overview: asthma asthma affects millions worldwide. Key considerations include diagnosis criteria, treatment options, and prognosis.     Key Management Strategies Cover inhaler techniques, trigger avoidance, action plans for exacerbations, and environmental controls.     Important Considerations - Always consult with your healthcare provider before making changes to your treatment plan - Individual responses to treatments may vary - Regular monitoring and follow-up are crucial  This is educational content and not a substitute for professional medical advice.",synthetic_mock,asthma,184,0,1,77,synthetic_17,Asthma - Clinical Summary,,
